lead_id,name,email,mobile,company,website,source,industry,followups,score,isConverted
L00213,James Armstrong,jacksonjoshua@example.org,5266247793,Johnson-Callahan,https://williamson.org/,Email Campaign,Education,8,42,No
L00214,Michael Mcguire,stephanie11@example.org,2815567633,Nielsen-Willis,https://www.mcmillan.com/,Event,Education,3,32,No
L00215,Joann Moore,lbarnes@example.org,3537819192,"Love, Bush and Bright",https://www.dunn.com/,Website,Finance,9,41,Yes
L00216,Michael Anderson,owoods@example.com,1868685570,Alexander-Edwards,http://wheeler-garner.com/,Partner,Retail,5,47,No
L00217,Erik Roman,ntorres@example.net,4521551364,Evans-Walsh,http://www.becker-mcintyre.org/,Cold Call,IT,4,73,No
L00218,Seth Andrews,jake53@example.org,7786165907,"Lopez, Bradley and Fisher",http://www.clark.com/,Website,Finance,10,53,Yes
L00219,John Dillon,fmiller@example.org,3700797471,Thomas-Freeman,https://www.fields.com/,Partner,IT,9,63,Yes
L00220,Gary Davis,gabrieljones@example.com,6370985912,"Sullivan, Harris and Rodriguez",http://www.brown.com/,Event,Finance,8,30,No
L00221,Michael Lopez,jenniferyoung@example.org,8874850187,"Mccormick, Fisher and Pruitt",http://www.gordon-wheeler.com/,Partner,Manufacturing,0,89,Yes
L00222,Bonnie Young,gonzalezsarah@example.net,2669911230,Lawson PLC,https://www.christensen.com/,Website,IT,1,43,No
L00223,John Rogers,hurstcourtney@example.org,2103058496,Wise PLC,http://www.robinson.com/,Cold Call,IT,4,55,No
L00224,John Jordan,henrythomas@example.com,8752187702,Brooks PLC,http://smith.biz/,Partner,Healthcare,1,73,No
L00225,Kaitlin Mayo,suzannewhite@example.org,1223330808,Lawrence-Bishop,https://bradley.com/,Cold Call,Manufacturing,2,70,No
L00226,Jordan Turner,bgreen@example.org,8354775623,Mcintyre and Sons,http://simmons.com/,Email Campaign,Manufacturing,6,69,Yes
L00227,Eric Cook,vmorton@example.com,2064882975,Ward-Mcguire,https://www.howell-diaz.biz/,Referral,Finance,9,31,No
L00228,Angela Estrada,jasonkramer@example.com,0403551793,Miller-Baker,https://www.morgan.com/,Email Campaign,Finance,0,48,No
L00229,Michael Mitchell,stewartdonna@example.org,0803422514,Ellis-Hurley,https://www.mclaughlin.com/,Website,Manufacturing,5,87,Yes
L00230,Danielle May,hsmith@example.org,0275768806,Bell and Sons,http://nichols.com/,Website,IT,4,72,No
L00231,Robert Mullins,jacqueline69@example.net,5333464667,Miranda-Preston,http://brown.com/,Partner,Education,5,91,Yes
L00232,Shari Walker,jharris@example.org,8173606628,"Holder, Baker and Warren",https://www.griffin.com/,Email Campaign,Retail,3,95,Yes
L00233,John Smith,arthurosborne@example.com,9004712628,Hall PLC,http://www.gentry-stevens.com/,Event,IT,3,73,No
L00234,David Cooper,robin64@example.com,2091160349,"Foster, Aguilar and Villanueva",https://www.peck-wells.org/,Partner,Retail,6,36,No
L00235,Samuel Mclaughlin,agay@example.com,1761554961,"Rivera, Mccormick and Blankenship",https://www.mitchell.info/,Event,Retail,0,71,No
L00236,Todd Rodriguez MD,colin97@example.org,9259507675,"Walker, Cowan and Fuller",https://www.brown.biz/,Event,Manufacturing,3,74,Yes
L00237,Gabriel Cruz III,jasonrubio@example.com,3481779557,Gould-Williams,http://www.ibarra-jones.biz/,Referral,Healthcare,7,83,Yes
L00238,Tracy Buck,ojones@example.org,7544228470,"Luna, Martin and Campbell",https://www.turner.biz/,Referral,Manufacturing,6,58,No
L00239,Erica Carr,david94@example.org,0024462454,Tucker PLC,http://morris.com/,Event,IT,10,35,No
L00240,Becky Espinoza,james61@example.org,4396312888,"Fletcher, Perry and Harrison",http://www.fitzpatrick.com/,Website,Manufacturing,5,56,No
L00241,Rodney Nichols,mendozakyle@example.org,4941030874,Barber-Glass,http://www.bradley.com/,LinkedIn,IT,6,66,Yes
L00242,Mark Gillespie,fmorrison@example.net,9232789560,Watkins-Rodriguez,http://www.davis.org/,Email Campaign,Finance,2,35,No
L00243,William Le,robinsondavid@example.com,0354536792,"Robinson, Chapman and Calhoun",http://patterson.com/,Partner,Finance,0,59,No
L00244,Kimberly Marks,david73@example.org,0833289367,"Thompson, Grant and Green",http://www.serrano-lucas.info/,Referral,Healthcare,1,44,No
L00245,Alexander Smith,xphillips@example.org,1846649117,"Hamilton, Ward and Perez",https://tran.biz/,Website,Education,6,83,Yes
L00246,Rose Williams,aguilarjeff@example.org,0300072381,Holmes Group,http://www.white-jacobs.net/,Cold Call,IT,2,39,No
L00247,Theresa Lowery,ewilliams@example.net,9628866922,"Perry, Carson and Nguyen",https://jones.com/,LinkedIn,Healthcare,9,72,Yes
L00248,David Spencer,russellshelby@example.org,1125693624,"Schaefer, Keith and Schmitt",https://gray-richards.com/,Referral,Education,3,26,No
L00249,Donald Kennedy,patricia53@example.net,1356189615,"Mack, Arnold and Fry",https://tate-lynch.com/,Partner,Finance,6,73,Yes
L00250,Joseph Hughes,probinson@example.com,0905379968,Kane-Brown,http://www.fields.net/,Website,Manufacturing,9,88,Yes
L00251,Christopher Welch,maurice91@example.com,5524974759,Thompson-Ford,https://johnson.com/,Event,Retail,8,95,Yes
L00252,Laura Haynes,cynthia97@example.com,6614851415,Jefferson-Miller,http://www.cannon.info/,Referral,Education,6,27,Yes
L00253,Ashley Zuniga,bryan57@example.org,0727073617,Camacho-Oconnor,https://www.patterson-smith.com/,LinkedIn,Retail,9,93,Yes
L00254,Joseph Sutton,jordanmackenzie@example.org,3652159423,Larson-Glover,https://www.hines.net/,Cold Call,Finance,10,51,No
L00255,Darryl Williams,tonya10@example.net,3409922868,"Moses, Gray and Nguyen",https://www.cowan-lindsey.com/,Email Campaign,Healthcare,4,90,Yes
L00256,Danielle Hernandez,kjones@example.com,1652431099,Ward-Evans,http://hampton-hicks.com/,Website,Finance,3,58,No
L00257,Anthony Mccarthy,qmartinez@example.net,1529433223,Blackwell-Clark,http://gomez.com/,Website,Retail,3,43,No
L00258,Randall Burke,justin86@example.net,0252430295,Horton Inc,http://buckley.com/,Website,Healthcare,8,30,No
L00259,Cassandra Smith,thompsontracy@example.net,2740008597,"Page, Wright and Barnes",https://alvarez.com/,Referral,Healthcare,9,21,No
L00260,Clinton Jackson,zbauer@example.org,0511541072,"Moore, Morse and Butler",https://huynh-henderson.net/,Event,Retail,2,95,Yes
L00261,Jeremy Campbell,carpenterdevin@example.org,1244187809,Roberts Group,http://www.nelson.info/,Partner,Finance,5,43,Yes
L00262,Andrew Klein,burtonjudith@example.com,6371908521,"Escobar, Curtis and Sanchez",https://frye.com/,Partner,Healthcare,1,73,Yes
L00263,William Bass,tonyanunez@example.com,1051619296,"Nelson, Torres and Chambers",https://taylor.com/,Event,Manufacturing,10,45,No
L00264,Brianna Rose,chendrix@example.net,6865355223,"Willis, Potter and Brown",https://www.thompson.biz/,LinkedIn,Retail,6,51,No
L00265,Zachary Lawson,denise05@example.net,4338496746,Decker-Navarro,https://crawford.net/,Email Campaign,Manufacturing,2,40,No
L00266,David Hernandez,cruzcameron@example.org,4225129183,Lee and Sons,https://www.ford.com/,Website,Healthcare,10,34,No
L00267,Sean Williams,holly41@example.com,3046814472,"Joyce, Schwartz and Schwartz",http://www.gardner.info/,Event,Manufacturing,6,45,No
L00268,Kimberly Schmidt,morrisonkatherine@example.org,2456854279,Lambert PLC,http://howard.com/,Cold Call,Education,6,89,Yes
L00269,John Robinson,cookelizabeth@example.org,6342886715,Jones-Castro,https://www.cooper.biz/,Cold Call,Retail,1,82,Yes
L00270,Hannah Smith,pjordan@example.org,9704751120,"Zavala, Jones and Wilkerson",https://www.ayala-fisher.com/,Website,Healthcare,2,51,No
L00271,Robert Hudson,fordcarrie@example.com,5950740053,Martin-Acevedo,http://www.west-lee.com/,Event,IT,2,35,No
L00272,Nicholas Zhang,don62@example.org,3367911818,"Gray, Johnson and Crawford",http://williams.com/,Website,Education,7,60,Yes
L00273,Wayne Padilla,imalone@example.net,7622649312,"Fowler, Jones and Douglas",https://campbell.com/,LinkedIn,IT,9,59,Yes
L00274,Timothy Reed,phillip33@example.org,4063192664,Leon-Oneill,http://www.fox.com/,Referral,Healthcare,8,95,Yes
L00275,Sarah Taylor,sarataylor@example.org,3807401638,Carter PLC,https://sweeney.com/,LinkedIn,Manufacturing,9,76,No
L00276,Christopher Phillips,steven89@example.org,5125578181,Ward-Schneider,https://ellis-brown.org/,Event,Finance,5,65,Yes
L00277,Alexander Golden,juliewells@example.org,9671498285,Holder Group,https://cisneros.org/,LinkedIn,IT,1,93,Yes
L00278,Christopher Anderson,zsexton@example.org,5044616869,Thomas-Anthony,https://morris.com/,Referral,Healthcare,10,56,Yes
L00279,Michael Martinez,wsmith@example.org,3210322540,Anderson-Lee,http://www.moore.com/,Website,Healthcare,10,83,Yes
L00280,Tracey Smith,hsimpson@example.org,9324620763,Lester-Rodriguez,http://cooke.com/,Cold Call,Education,2,25,No
L00281,Jonathan Parker,ramirezshelby@example.com,3010889067,Carlson-Gutierrez,https://www.scott.info/,Cold Call,IT,8,79,No
L00282,Mrs. Allison Levy MD,qcrawford@example.org,6529280901,Jones Inc,http://myers.com/,Cold Call,Retail,5,86,Yes
L00283,Christopher Thompson,mhicks@example.net,6378215267,"Cooley, Jordan and Beck",http://www.parker.com/,Cold Call,Finance,4,90,Yes
L00284,Ryan Morse,melissa55@example.net,8427284400,"Rogers, Cohen and Bailey",https://www.tyler.biz/,Website,Finance,8,25,No
L00285,Emily Lambert,katherinehunter@example.com,5683722161,"Chen, Holloway and Freeman",https://www.meyer-black.net/,Referral,IT,4,72,Yes
L00286,Teresa Davis,jonathan78@example.org,8647937571,"Weiss, Brown and Anderson",https://vasquez.com/,Email Campaign,Healthcare,8,84,Yes
L00287,Angela Clark,taylorkristin@example.com,8629855791,May-Galloway,https://adkins.org/,Event,Retail,6,85,Yes
L00288,Michelle Stone,emilygross@example.org,1045168435,"Jackson, Campos and Henderson",https://fleming.net/,Event,Finance,2,58,No
L00289,Brett Raymond,joseph29@example.net,4082788474,"Ibarra, Herrera and Wells",https://arnold.com/,Event,Education,10,90,Yes
L00290,Stephanie Duffy,josanders@example.com,5248946589,Hodge Inc,http://www.gay-martin.com/,Event,Education,5,76,Yes
L00291,Logan Wilson,floresjennifer@example.org,2540293953,"Joyce, Gregory and Johnson",http://www.cabrera.com/,Partner,IT,4,71,No
L00292,Paula Brown,jon11@example.com,5131851755,Larsen Group,https://www.ray.biz/,Partner,Healthcare,7,57,No
L00293,Jennifer Chase,davisnancy@example.net,9370833194,Morales Inc,https://camacho.info/,Email Campaign,IT,2,86,Yes
L00294,Nicole Weber,vgross@example.net,8997912356,James Group,https://www.barron.com/,LinkedIn,IT,2,67,Yes
L00295,Trevor Johnson,njohnson@example.com,0235719356,Ewing Group,https://www.campbell.net/,Email Campaign,Healthcare,10,37,No
L00296,Taylor Lopez,thernandez@example.com,3509482320,"Gutierrez, Miller and Rodriguez",https://beltran-bailey.net/,Partner,IT,0,31,No
L00297,John Lopez,larry44@example.net,9782933210,Hickman LLC,https://glenn.com/,LinkedIn,Finance,10,65,Yes
L00298,Kyle Watts,emoran@example.com,4482185839,"Coleman, Hodge and Jackson",http://www.brady.com/,Partner,Manufacturing,7,89,Yes
L00299,Patricia Lane,mejiastephen@example.com,3809535485,Higgins-Johnson,https://lewis-rich.info/,Email Campaign,Healthcare,8,35,Yes
L00300,Molly Lucero,christinemiller@example.net,1320914987,Day-Thomas,http://oconnell-harrington.net/,LinkedIn,Manufacturing,5,75,Yes
L00301,Elizabeth Johnson,smithjackie@example.com,6156318566,"Nixon, Fields and Parker",https://www.hale-sanchez.com/,LinkedIn,Manufacturing,6,67,Yes
L00302,Daniel Romero,melissamoran@example.com,1601199043,Black-Gomez,https://www.kelly.com/,Website,Healthcare,2,94,Yes
L00303,Sharon Hardy,angelaperez@example.org,1704019608,"Ortega, Odonnell and Lowe",http://munoz.com/,Website,Education,7,65,Yes
L00304,Ashley Davis,brettmartin@example.net,2010841403,Foster Inc,https://www.harper.com/,LinkedIn,Healthcare,10,63,Yes
L00305,Crystal Bray,hortondavid@example.org,3737736644,Chavez-Holt,https://www.brown-thompson.com/,LinkedIn,IT,6,51,No
L00306,Tanya Smith,vsnyder@example.com,1769103882,Price PLC,https://www.gill-ramirez.biz/,Cold Call,Finance,5,28,No
L00307,William Reynolds,igriffith@example.org,7816431265,"Hill, Newman and Carson",http://robinson.com/,Website,Healthcare,10,70,Yes
L00308,Brian Hernandez,danielchristopher@example.com,2405860863,Woods-Skinner,https://www.williamson.com/,Cold Call,Finance,2,20,No
L00309,Stephen Perez,stacey29@example.org,9922029743,Gonzalez-Crane,http://www.shelton.com/,Event,Healthcare,5,42,No
L00310,Rodney Santiago,rowlanderin@example.org,2621177468,White-Conley,http://decker-velez.com/,Email Campaign,Retail,6,88,Yes
L00311,Melinda Brooks,nicole64@example.org,6003477368,Richards LLC,http://gonzalez-green.com/,Referral,IT,5,46,No
L00312,Kevin Smith,jennifer56@example.org,6787029543,"Gill, Lyons and Brooks",https://clark.com/,Cold Call,Manufacturing,5,42,No
L00313,Amanda Brady,xmontgomery@example.org,6137048391,Strickland-Zavala,https://www.sellers.com/,Event,Healthcare,8,91,Yes
L00314,Seth Coleman,stanleyanthony@example.com,7588241355,Williams PLC,http://www.young.com/,Website,Finance,7,46,No
L00315,Matthew Key,kimberlybriggs@example.org,4956247250,"Wang, Price and Robinson",http://green.com/,Partner,Manufacturing,1,49,No
L00316,Bradley Hamilton,leenicole@example.com,5472309334,"Williams, Cruz and Vincent",https://www.ferguson-shields.com/,Partner,Healthcare,10,23,No
L00317,Brooke Sampson,roger92@example.net,9000141790,Williams-Lee,https://www.poole.net/,Partner,Manufacturing,3,88,Yes
L00318,Jason Murphy,carterpatrick@example.org,0724634947,Cooper-Graham,https://www.smith-haney.net/,Website,Education,4,31,No
L00319,Glen Nguyen,ismith@example.net,7312388660,Mclean-Navarro,https://wells-cohen.com/,Cold Call,IT,8,24,No
L00320,Brian West,stonematthew@example.net,5836330552,"Dixon, Reynolds and Taylor",http://www.rodriguez-chandler.com/,Email Campaign,Manufacturing,6,37,No
L00321,Margaret Smith,jbush@example.net,6515426963,"Hill, May and Drake",http://hernandez.com/,Partner,Finance,0,20,No
L00322,Judy Arnold,hannahbrooks@example.net,9182229219,Ellis Inc,https://www.james-juarez.info/,LinkedIn,Finance,6,69,Yes
L00323,Gregory Scott MD,ltorres@example.com,7078033377,Jones Ltd,https://www.li.com/,Email Campaign,Manufacturing,10,40,No
L00324,Crystal Cooper,amybuckley@example.com,4456674706,Kim-Cole,https://www.oconnell.com/,Email Campaign,IT,9,41,No
L00325,Keith Bradley,kaitlin19@example.org,4799506164,Hernandez Ltd,https://www.medina.com/,Referral,IT,10,27,No
L00326,Julian Hernandez,william73@example.net,3358669307,Reid LLC,http://jefferson-mcguire.biz/,Email Campaign,Manufacturing,3,63,Yes
L00327,Janet Thomas DVM,haneycynthia@example.net,5300312962,Andrews-Mccoy,http://www.bradley-allen.com/,Website,Manufacturing,8,41,No
L00328,Tammy Edwards,kellybradley@example.com,0660458811,Quinn LLC,http://smith-miller.com/,Event,Healthcare,7,28,No
L00329,Laura Paul,kendrascott@example.org,7059032865,"Gonzalez, Ortiz and Nguyen",https://www.levy-fox.com/,LinkedIn,Healthcare,9,80,Yes
L00330,Toni Ray,amoore@example.com,7102893441,"Cohen, Lewis and Butler",http://green.com/,Partner,IT,1,74,Yes
L00331,Benjamin Jones,jenkinssara@example.com,7729691259,White-Crosby,https://johnson-myers.biz/,Cold Call,Education,1,36,No
L00332,Andrea Case MD,chaseroberts@example.net,2927376430,Johnson PLC,https://www.wilcox-rose.com/,Cold Call,Retail,5,71,No
L00333,Cheryl Bryant,shodge@example.net,6722254596,Williams-Morton,https://coleman.org/,Cold Call,Education,9,63,Yes
L00334,Nathan Cordova,allison77@example.org,5650927385,"Stokes, Brown and Rivers",https://martinez-robbins.com/,Website,Retail,0,31,No
L00335,Jacob Roberts,joycefuentes@example.com,1848069882,Peterson-Frye,http://www.beck.info/,Partner,Retail,10,48,No
L00336,Thomas Mathis,terrimartin@example.com,7040840040,"Winters, Sanchez and Jones",https://www.lynch-rodriguez.com/,Referral,Education,1,74,Yes
L00337,Joshua Salas,samuel38@example.com,8389821533,Marshall-Scott,http://clark-tucker.org/,Event,Finance,1,60,No
L00338,Jasmine Allen,zballard@example.com,6234032123,"Friedman, Terry and Lynch",https://moore.info/,Referral,Manufacturing,8,82,Yes
L00339,Amber Miller,ericataylor@example.org,2852562833,Williams Ltd,https://velez.info/,Email Campaign,Education,8,63,Yes
L00340,Andrew Munoz,smithrobert@example.net,4152220400,"Jennings, Rowe and Green",http://www.gonzalez-castro.com/,Event,IT,7,94,Yes
L00341,William Davis,ashleysimpson@example.net,2383041954,"Chen, Wilson and Frye",https://nunez.com/,Website,Healthcare,7,74,Yes
L00342,Erin Murillo,kimberly06@example.net,4980339848,Collins-Murphy,https://www.castaneda-taylor.com/,Partner,Retail,5,56,Yes
L00343,Arthur Graham,tara78@example.org,9668216926,Morris-White,https://castillo.com/,Email Campaign,IT,6,74,No
L00344,Robert Yu,amanda87@example.net,2489993393,"Foley, Mullins and Johnson",https://www.ruiz-cruz.com/,Referral,Retail,10,59,Yes
L00345,Gregory Bell,vthomas@example.org,5721781565,Cohen-White,http://www.novak.com/,LinkedIn,Finance,10,26,No
L00346,Jason Chen,alexherring@example.org,6265730457,Long-Smith,http://mendez-rogers.com/,Referral,Retail,4,46,No
L00347,Megan Clayton,shawbrian@example.net,8329402061,"Lopez, Stephens and Kirk",https://blair-holmes.com/,Website,Finance,0,39,No
L00348,Steven Rogers,michael02@example.net,8604228245,"Perry, Guerra and Alexander",https://velasquez.com/,Email Campaign,IT,0,91,No
L00349,Gary Meyers,holmesjennifer@example.org,5111654800,"Marshall, Smith and Davis",https://www.griffin.org/,Cold Call,IT,0,50,No
L00350,Jonathan Valencia,matthew62@example.com,1690476315,"Smith, Coleman and Fritz",https://roman-clay.com/,LinkedIn,Education,4,80,Yes
L00351,Tammy Gibson,cynthiahubbard@example.net,9947782167,"Smith, Simmons and Howard",http://jensen-peterson.com/,Partner,Manufacturing,4,87,Yes
L00352,Lauren Byrd,colestone@example.org,7981010262,Mills-Thomas,https://www.kane.com/,Referral,Retail,1,64,Yes
L00353,Mr. Joseph Daniel,dtran@example.com,6911237560,"Berry, Woods and Trujillo",https://www.crawford.com/,LinkedIn,Manufacturing,4,62,No
L00354,Kenneth Kennedy,michaelkeller@example.net,2288728655,Alvarez PLC,https://www.hall.biz/,Cold Call,IT,6,66,No
L00355,Colton Ponce,roberthogan@example.com,9672144020,Moyer-Gross,https://hess-byrd.biz/,Email Campaign,IT,8,84,Yes
L00356,Michael Henderson,adamtaylor@example.org,2063277340,Phillips PLC,http://little.com/,Email Campaign,Retail,7,33,No
L00357,Lindsey Harris,whitedeanna@example.net,3852497229,"Sanchez, Castillo and Taylor",https://sanders.com/,Website,Finance,6,44,No
L00358,Mr. Carlos Turner,erik38@example.com,6858188485,Esparza-Powell,https://page.com/,Partner,IT,9,39,No
L00359,David Ramsey,prattchad@example.com,4717254555,Walter-Pruitt,https://www.vasquez.org/,Partner,Finance,7,66,Yes
L00360,Tammy May,stephenfigueroa@example.com,2319674916,Diaz-Burns,http://www.michael-james.com/,LinkedIn,Retail,1,41,No
L00361,Melissa Cohen,marissajohnson@example.net,6234856519,"Rodriguez, Phillips and Ingram",http://marsh.info/,Referral,Healthcare,8,55,Yes
L00362,Brian Villarreal,payneadam@example.net,2434590919,"Baker, Martinez and Johnson",https://www.carr.info/,Referral,Manufacturing,10,70,Yes
L00363,Aaron Perez,cwilliams@example.net,0651185019,"Morgan, Williams and Barrett",https://www.bowen-lee.org/,Referral,Education,8,41,Yes
L00364,Darlene Nunez,colleen20@example.org,8664958792,"Frost, Lozano and Rich",http://morales.info/,Partner,Retail,10,94,Yes
L00365,Jason Nguyen,nmckay@example.net,8990985311,Mccarthy LLC,http://www.richardson-cruz.biz/,Event,Manufacturing,2,31,No
L00366,Philip Hunter,gonzalezryan@example.org,5512697879,"Jimenez, Watson and Horton",https://parker-montoya.net/,Email Campaign,Healthcare,0,38,No
L00367,Jeremy Arnold,caldwellana@example.org,5837171094,Mitchell Group,https://andrews-brock.net/,Referral,Education,10,93,Yes
L00368,Chad Brown,joshua07@example.net,6056673173,"Adkins, Rosales and Simon",https://page-mitchell.net/,Cold Call,Manufacturing,3,22,No
L00369,Sharon Jackson,beth12@example.com,6398472611,Pineda Ltd,http://williams-scott.com/,Email Campaign,Manufacturing,7,88,Yes
L00370,Kelly Gonzalez,scottlynch@example.net,6636168794,"Mitchell, Cooper and Howell",http://www.mccoy.com/,Cold Call,IT,3,65,Yes
L00371,Kristin Curtis,jaclyn84@example.org,8933425006,"Contreras, Brooks and Perez",http://www.berry-roman.net/,LinkedIn,Manufacturing,2,90,Yes
L00372,Kim Santana,shoover@example.com,5889031655,"Hernandez, Clark and Marshall",http://www.weaver-benson.org/,Partner,Healthcare,4,71,No
L00373,Derrick Owens,laurenmarks@example.org,8167426459,Smith and Sons,https://morris.org/,Event,Manufacturing,0,73,No
L00374,Amanda Briggs,simscindy@example.org,9790421385,"Leblanc, Mahoney and Mejia",http://harvey.com/,Event,Education,7,33,No
L00375,James Dawson,jwhite@example.net,8833098037,Woods-Patel,http://gomez-dominguez.com/,Email Campaign,Education,1,78,No
L00376,Wayne Booker III,jpace@example.net,9503624213,Holmes-Davidson,https://hill.com/,Referral,IT,8,52,Yes
L00377,Willie Johnson,dparsons@example.com,3123292961,"Martin, Thompson and Anderson",https://watkins.com/,Cold Call,Manufacturing,5,21,No
L00378,Matthew Young,thomas56@example.com,6365969216,Brown Group,http://fisher.net/,LinkedIn,Education,7,68,Yes
L00379,Lorraine Flores,xtanner@example.com,2654542696,Miller LLC,http://king.info/,Partner,Healthcare,0,28,No
L00380,Glenn Cole,timothybaker@example.com,4077857343,Schmitt-Martin,http://www.thomas.com/,Website,Manufacturing,0,45,No
L00381,Joseph Rogers,raymondclark@example.net,5965941830,Caldwell and Sons,https://perez-ponce.com/,Email Campaign,Healthcare,8,83,Yes
L00382,Kathryn Edwards,opatterson@example.net,9141095645,Rogers-Jackson,http://jones.com/,Referral,Manufacturing,0,83,Yes
L00383,Anthony Johnston,michael31@example.com,8957467148,"Mcgee, Campbell and Bentley",https://stanley.net/,Cold Call,Education,2,37,No
L00384,Shelly Crawford,lindsey33@example.org,7192205731,Kelly LLC,https://glover-brown.org/,Referral,Retail,8,42,No
L00385,Jason Carroll,nshepherd@example.net,9433915638,Crawford-Hammond,http://www.carpenter.com/,Cold Call,Manufacturing,5,39,No
L00386,Mike Williams,ianbrown@example.com,8047303400,Clark-Bennett,http://www.elliott.biz/,Website,Manufacturing,0,79,Yes
L00387,Tonya Pratt,pfrancis@example.org,1025190359,Ashley-Wagner,http://morgan.com/,Partner,Education,7,26,No
L00388,Darrell Martinez,rodriguezsarah@example.org,0879400141,"Pierce, Rodriguez and Sullivan",http://foster.com/,Referral,Manufacturing,1,87,Yes
L00389,Dr. Carlos Garcia,robertdeleon@example.org,1081773079,Simmons-Le,https://mitchell.com/,Event,Education,3,93,Yes
L00390,Randall Dyer,skelly@example.com,0314902365,"Guerra, Boyd and Bailey",http://www.byrd-robinson.com/,Email Campaign,Finance,3,27,No
L00391,Sydney Black,patrickmiller@example.com,8576028984,Meyers Ltd,http://olson-good.net/,Website,Manufacturing,6,91,Yes
L00392,Daniel Bates,riveracaitlyn@example.net,1487222166,Dixon-Johnson,http://www.randolph.org/,Partner,Healthcare,0,50,No
L00393,Kimberly Strong,ashleybrooks@example.net,4577347120,Harris-Berry,https://peters-copeland.com/,LinkedIn,Education,4,34,No
L00394,Erika Middleton,mossmaria@example.com,2415891356,Boyle-Ryan,https://www.patel-garcia.com/,Cold Call,Finance,7,68,Yes
L00395,Timothy Haynes,ytucker@example.net,9101887918,"Simon, Shaffer and Clark",https://www.tran.com/,Referral,Retail,8,34,No
L00396,Michael Potter,smithjohn@example.org,1075940275,Phillips-Avila,http://gardner.info/,Partner,Retail,6,43,No
L00397,James Conway,nathan56@example.org,0516162182,"Lara, Travis and Rogers",http://serrano.biz/,Cold Call,Finance,5,61,No
L00398,Michael Watson,hillmelinda@example.com,0291997681,"Rivera, Cole and Fisher",https://kaiser.net/,Partner,IT,9,75,Yes
L00399,Julia Vaughn,alexander63@example.net,1850980557,"Rodriguez, Smith and Lowery",https://www.garcia-hernandez.com/,Email Campaign,Manufacturing,7,73,Yes
L00400,Victoria Palmer,natalielopez@example.org,8854854969,"Brown, Mills and Snow",https://cook-haynes.com/,Website,Retail,3,91,Yes
L00401,Gina Lewis,garciablake@example.net,3733969997,"Bennett, Coleman and Duncan",http://foley.com/,Partner,Healthcare,9,45,No
L00402,Linda Brown,lmiller@example.com,2597423366,Hernandez-Moore,http://gonzalez.com/,Website,Retail,6,21,No
L00403,Tara Garcia,angela73@example.com,2345871314,"Spencer, Marshall and Gomez",http://proctor.com/,Email Campaign,IT,2,78,No
L00404,Tammy Cain,davidwilliams@example.org,2509754709,Myers-Harrell,http://ramos.com/,Partner,Manufacturing,0,34,No
L00405,Nicholas Tate,charles95@example.net,5725738345,"Nunez, Cantu and Hale",https://www.parks.com/,Cold Call,Education,6,82,Yes
L00406,Amy Perez,amy57@example.net,0379339388,Page-White,https://edwards.net/,Event,Finance,10,28,No
L00407,Gary Ayala,mitchellchelsea@example.com,3705545325,Lee and Sons,https://www.marshall.com/,Cold Call,Finance,10,67,Yes
L00408,Leon Grant,james91@example.com,1550572385,"Ball, Lopez and Werner",https://koch.com/,LinkedIn,IT,3,24,No
L00409,Dean Alvarez,wongbryan@example.net,8674263437,Hernandez-Morrow,http://www.young-brown.org/,Partner,Retail,10,51,No
L00410,Edward Byrd,xcarrillo@example.net,3712802397,"Colon, Ferguson and Wilkerson",http://sullivan.com/,Partner,Healthcare,2,52,No
L00411,James Page,williamsmichael@example.org,3513239092,Thompson-Baker,http://www.cunningham.info/,Website,Manufacturing,10,47,No
L00412,Lauren Adams,shardy@example.com,3506093302,Bailey-Herring,https://www.andrews.net/,Email Campaign,Healthcare,7,58,No
L00413,Douglas Snyder,williamberg@example.com,8213583275,"Chen, Ramirez and Smith",https://watson.biz/,Partner,IT,9,57,No
L00414,Samuel Rodriguez,thomaspham@example.net,2217694075,"Bailey, Kelley and Rhodes",https://www.guzman.com/,Event,Manufacturing,1,92,Yes
L00415,Emily Brown,wmendoza@example.net,8680011483,Smith and Sons,https://ali-hawkins.org/,Cold Call,IT,10,23,No
L00416,Joshua Valencia,dawsonjoseph@example.net,4989468439,Matthews Ltd,http://www.romero.com/,Event,IT,9,31,No
L00417,Amanda Torres,webbdavid@example.org,4380033147,Ramsey-Beard,https://www.rhodes-vaughan.com/,Event,IT,1,62,No
L00418,Joanna Martinez,williampowers@example.com,7851199600,"Lynch, Ware and Peterson",https://www.mcdaniel-matthews.com/,Cold Call,Healthcare,9,76,Yes
L00419,Pamela Gaines,llong@example.org,6200179949,Hampton-Smith,http://www.simpson.net/,LinkedIn,Retail,3,22,No
L00420,Jeffrey Dunn,kevinpratt@example.org,3559202029,Garcia-Montoya,https://www.austin.biz/,Email Campaign,Healthcare,9,52,No
L00421,Lindsay Weaver,lwilliams@example.org,7002215121,"Holland, Scott and Shaw",http://www.burke.com/,Email Campaign,Healthcare,1,72,No
L00422,Kimberly Bailey,sjohnson@example.com,3014299348,Flores-Conrad,https://taylor-nguyen.com/,Event,Retail,8,82,Yes
L00423,Brian Stewart,cjefferson@example.net,6112262274,"Medina, Hernandez and Howard",https://www.romero-weber.com/,Website,Healthcare,9,82,Yes
